time,total_nodes,depth,lp_iterations,dual_bound,primal_bound
21.39,1668,13,120613,1121.8388569091837,1159.0
21.39,1669,16,120677,1121.8388569091837,1159.0
21.4,1670,14,120689,1121.8388569091837,1159.0
21.4,1671,8,120700,1121.8388569091837,1159.0
21.42,1672,9,120801,1121.9313824682272,1159.0
21.42,1673,9,120842,1121.9313824682272,1159.0
21.43,1674,10,120895,1121.9313824682272,1159.0
21.43,1675,10,120927,1121.9313824682272,1159.0
21.43,1676,13,120939,1121.9313824682272,1159.0
21.44,1677,19,120962,1121.9313824682272,1159.0
21.46,1678,18,120969,1121.9313824682272,1159.0
21.47,1679,16,120986,1121.9313824682272,1159.0
21.47,1680,10,120989,1121.9313824682272,1159.0
21.65,1681,11,121504,1121.9313824682272,1159.0
21.66,1682,12,121721,1121.9313824682272,1159.0
21.66,1683,12,121731,1121.9313824682272,1159.0
21.66,1684,13,121756,1121.9313824682272,1159.0
21.66,1685,13,121795,1121.9313824682272,1159.0
21.66,1686,13,121801,1121.9313824682272,1159.0
21.67,1687,8,121810,1121.9313824682272,1159.0
21.7,1688,9,121955,1121.9313824682272,1159.0
21.7,1689,9,121961,1121.9313824682272,1159.0
21.7,1690,10,121966,1121.9313824682272,1159.0
21.7,1691,10,121990,1121.9313824682272,1159.0
21.7,1692,10,121997,1121.9313824682272,1159.0
21.9,1693,11,122218,1121.9313824682272,1159.0
21.91,1694,12,122299,1121.9313824682272,1159.0
21.91,1695,12,122300,1121.9313824682272,1159.0
21.91,1696,13,122305,1121.9313824682272,1159.0
21.91,1697,5,122306,1121.9313824682272,1159.0
21.92,1698,19,122333,1121.9313824682272,1159.0
21.93,1699,12,122335,1121.9313824682272,1159.0
21.95,1700,20,122368,1121.9313824682272,1159.0
21.96,1701,12,122373,1121.9313824682272,1159.0
21.99,1702,13,122451,1122.9810266935958,1159.0
22.0,1703,14,122554,1122.9810266935958,1159.0
22.0,1704,14,122567,1122.9810266935958,1159.0
22.0,1705,15,122582,1122.9810266935958,1159.0
22.0,1706,15,122613,1122.9810266935958,1159.0
22.0,1707,16,122623,1122.9810266935958,1159.0
22.0,1708,16,122639,1122.9810266935958,1159.0
22.01,1709,17,122656,1122.9810266935958,1159.0
22.01,1710,18,122696,1122.9810266935958,1159.0
22.01,1711,19,122715,1122.9810266935958,1159.0
22.01,1712,19,122725,1122.9810266935958,1159.0
22.01,1713,20,122780,1122.9810266935958,1159.0
22.02,1714,21,122802,1122.9810266935958,1159.0
22.03,1715,22,122804,1122.9810266935958,1159.0
22.03,1716,22,122807,1122.9810266935958,1159.0
22.03,1717,23,122810,1122.9810266935958,1159.0
22.03,1718,17,122812,1122.9810266935958,1159.0
22.03,1719,18,122829,1122.9810266935958,1159.0
22.03,1720,19,122839,1122.9810266935958,1159.0
22.03,1721,19,122849,1122.9810266935958,1159.0
22.03,1722,20,122853,1122.9810266935958,1159.0
22.05,1723,20,122900,1122.9810266935958,1159.0
22.05,1724,21,122920,1122.9810266935958,1159.0
22.05,1725,22,122927,1122.9810266935958,1159.0
22.05,1726,23,122941,1122.9810266935958,1159.0
22.06,1727,23,122947,1122.9810266935958,1159.0
22.06,1728,22,122962,1122.9810266935958,1159.0
22.06,1729,23,122965,1122.9810266935958,1159.0
22.06,1730,23,122967,1122.9810266935958,1159.0
22.06,1731,24,122975,1122.9810266935958,1159.0
22.06,1732,24,122978,1122.9810266935958,1159.0
22.06,1733,18,122981,1122.9810266935958,1159.0
22.06,1734,19,122994,1122.9810266935958,1159.0
22.06,1735,20,123032,1122.9810266935958,1159.0
22.06,1736,20,123033,1122.9810266935958,1159.0
22.07,1737,23,123089,1122.9810266935958,1159.0
22.08,1738,18,123090,1122.9810266935958,1159.0
22.08,1739,19,123111,1122.9810266935958,1159.0
22.08,1740,8,123122,1122.9810266935958,1159.0
22.09,1741,9,123125,1122.9810266935958,1159.0
22.1,1742,10,123197,1123.2910530501895,1159.0
22.1,1743,10,123239,1123.2910530501895,1159.0
22.17,1744,11,123428,1123.2910530501895,1159.0
22.17,1745,11,123463,1123.2910530501895,1159.0
22.17,1746,8,123510,1123.2910530501895,1159.0
22.18,1747,11,123591,1123.2910530501895,1159.0
22.2,1748,12,123613,1123.2910530501895,1159.0
22.2,1749,12,123714,1123.2910530501895,1159.0
22.2,1750,13,123743,1123.2910530501895,1159.0
22.2,1751,14,123809,1123.2910530501895,1159.0
22.2,1752,15,123833,1123.2910530501895,1159.0
22.21,1753,15,123841,1123.2910530501895,1159.0
22.21,1754,16,123852,1123.2910530501895,1159.0
22.21,1755,17,123882,1123.2910530501895,1159.0
22.21,1756,17,123898,1123.2910530501895,1159.0
22.21,1757,18,123933,1123.2910530501895,1159.0
22.21,1758,18,123940,1123.2910530501895,1159.0
22.21,1759,19,123958,1123.2910530501895,1159.0
22.21,1760,19,123965,1123.2910530501895,1159.0
22.21,1761,20,123967,1123.2910530501895,1159.0
22.21,1762,16,123982,1123.2910530501895,1159.0
22.22,1763,17,123998,1123.2910530501895,1159.0
22.22,1764,17,124026,1123.2910530501895,1159.0
22.22,1765,18,124039,1123.2910530501895,1159.0
22.22,1766,18,124050,1123.2910530501895,1159.0
22.22,1767,19,124053,1123.2910530501895,1159.0
22.22,1768,20,124101,1123.2910530501895,1159.0
22.22,1769,20,124110,1123.2910530501895,1159.0
22.23,1770,21,124157,1123.2910530501895,1159.0
22.23,1771,21,124160,1123.2910530501895,1159.0
22.23,1772,19,124166,1123.2910530501895,1159.0
22.23,1773,20,124191,1123.2910530501895,1159.0
22.23,1774,20,124196,1123.2910530501895,1159.0
22.23,1775,14,124230,1123.2910530501895,1159.0
22.24,1776,20,124272,1123.2910530501895,1159.0
22.24,1777,8,124283,1123.2910530501895,1159.0
22.24,1778,17,124320,1123.2910530501895,1159.0
22.25,1779,8,124323,1123.2910530501895,1159.0
22.27,1780,9,124427,1123.2910530501895,1159.0
22.27,1781,10,124516,1123.2910530501895,1159.0
22.27,1782,10,124524,1123.2910530501895,1159.0
22.29,1783,9,124545,1123.2910530501895,1159.0
22.29,1784,10,124601,1123.2910530501895,1159.0
22.29,1785,10,124603,1123.2910530501895,1159.0
22.29,1786,8,124609,1123.2910530501895,1159.0
22.31,1787,9,124755,1123.2910530501895,1159.0
22.31,1788,9,124767,1123.2910530501895,1159.0
22.32,1789,10,124841,1123.2910530501895,1159.0
22.32,1790,10,124849,1123.2910530501895,1159.0
22.34,1791,11,124886,1123.2910530501895,1159.0
22.35,1792,12,124969,1123.8323846337819,1159.0
22.36,1793,13,125087,1123.8323846337819,1159.0
22.36,1794,13,125091,1123.8323846337819,1159.0
22.36,1795,8,125096,1123.8323846337819,1159.0
22.37,1796,9,125168,1123.8323846337819,1159.0
22.37,1797,9,125172,1123.8323846337819,1159.0
22.37,1798,7,125174,1123.8323846337819,1159.0
22.38,1799,16,125261,1123.8323846337819,1159.0
22.38,1800,15,125275,1123.8323846337819,1159.0
22.39,1801,9,125279,1123.8323846337819,1159.0
22.41,1802,7,125307,1123.962645325488,1159.0
22.43,1803,11,125349,1123.962645325488,1159.0
22.46,1804,12,125469,1123.962645325488,1159.0
22.46,1805,12,125514,1123.962645325488,1159.0
22.46,1806,13,125536,1123.962645325488,1159.0
22.46,1807,14,125573,1123.962645325488,1159.0
22.47,1808,15,125663,1123.962645325488,1159.0
22.47,1809,15,125689,1123.962645325488,1159.0
22.47,1810,13,125707,1123.962645325488,1159.0
22.48,1811,14,125821,1123.962645325488,1159.0
22.49,1812,15,125863,1123.962645325488,1159.0
22.49,1813,16,125905,1123.962645325488,1159.0
22.49,1814,17,125936,1123.962645325488,1159.0
22.49,1815,18,125943,1123.962645325488,1159.0
22.5,1816,19,126043,1123.962645325488,1159.0
22.5,1817,19,126082,1123.962645325488,1159.0
22.5,1818,18,126087,1123.962645325488,1159.0
22.5,1819,17,126111,1123.962645325488,1159.0
22.5,1820,14,126117,1123.962645325488,1159.0
22.5,1821,10,126157,1123.962645325488,1159.0
22.59,1822,11,126458,1124.191968172419,1159.0
22.59,1823,11,126488,1124.191968172419,1159.0
22.59,1824,12,126531,1124.191968172419,1159.0
22.59,1825,12,126546,1124.191968172419,1159.0
22.59,1826,13,126610,1124.191968172419,1159.0
22.59,1827,16,126615,1124.191968172419,1159.0
22.61,1828,17,126646,1124.191968172419,1159.0
22.61,1829,18,126671,1124.191968172419,1159.0
22.61,1830,18,126676,1124.191968172419,1159.0
22.61,1831,19,126696,1124.191968172419,1159.0
22.61,1832,19,126708,1124.191968172419,1159.0
22.61,1833,17,126718,1124.191968172419,1159.0
22.61,1834,18,126720,1124.191968172419,1159.0
22.61,1835,18,126726,1124.191968172419,1159.0
22.61,1836,14,126741,1124.191968172419,1159.0
22.62,1837,15,126780,1124.191968172419,1159.0
22.62,1838,16,126826,1124.191968172419,1159.0
22.62,1839,17,126859,1124.191968172419,1159.0
22.62,1840,17,126882,1124.191968172419,1159.0
22.63,1841,18,126904,1124.191968172419,1159.0
22.63,1842,19,126916,1124.191968172419,1159.0
22.63,1843,20,126918,1124.191968172419,1159.0
22.63,1844,20,126925,1124.191968172419,1159.0
22.64,1845,21,126959,1124.191968172419,1159.0
22.64,1846,22,126970,1124.191968172419,1159.0
22.64,1847,22,126986,1124.191968172419,1159.0
22.64,1848,23,127006,1124.191968172419,1159.0
22.64,1849,24,127008,1124.191968172419,1159.0
22.64,1850,24,127021,1124.191968172419,1159.0
22.64,1851,25,127037,1124.191968172419,1159.0
22.64,1852,19,127040,1124.191968172419,1159.0
22.65,1853,20,127088,1124.191968172419,1159.0
22.65,1854,20,127090,1124.191968172419,1159.0
22.66,1855,21,127178,1124.191968172419,1159.0
22.66,1856,22,127188,1124.191968172419,1159.0
22.66,1857,22,127192,1124.191968172419,1159.0
22.66,1858,23,127208,1124.191968172419,1159.0
22.66,1859,23,127214,1124.191968172419,1159.0
22.66,1860,26,127216,1124.191968172419,1159.0
22.67,1861,13,127246,1124.191968172419,1159.0
22.69,1862,14,127282,1124.3182199217024,1159.0
22.69,1863,15,127332,1124.3182199217024,1159.0
22.69,1864,16,127354,1124.3182199217024,1159.0
22.69,1865,23,127375,1124.3182199217024,1159.0
22.7,1866,26,127412,1124.3182199217024,1159.0
22.7,1867,18,127414,1124.3182199217024,1159.0
22.71,1868,19,127432,1124.3182199217024,1159.0
22.71,1869,20,127440,1124.3182199217024,1159.0
22.71,1870,20,127457,1124.3182199217024,1159.0
22.71,1871,4,127458,1124.3182199217024,1159.0
22.72,1872,5,127527,1124.551922014024,1159.0
22.73,1873,6,127668,1124.551922014024,1159.0
22.73,1874,7,127707,1124.551922014024,1159.0
22.73,1875,15,127715,1124.551922014024,1159.0
22.75,1876,16,127763,1124.551922014024,1159.0
22.75,1877,17,127817,1124.551922014024,1159.0
22.75,1878,18,127842,1124.551922014024,1159.0
22.75,1879,18,127845,1124.551922014024,1159.0
22.75,1880,16,127854,1124.551922014024,1159.0
22.76,1881,17,127877,1124.551922014024,1159.0
22.76,1882,18,127898,1124.551922014024,1159.0
22.76,1883,18,127902,1124.551922014024,1159.0
22.76,1884,19,127912,1124.551922014024,1159.0
22.76,1885,19,127918,1124.551922014024,1159.0
22.76,1886,17,127930,1124.551922014024,1159.0
22.76,1887,19,127931,1124.551922014024,1159.0
22.76,1888,17,127931,1124.551922014024,1159.0
22.76,1889,18,127933,1124.551922014024,1159.0
22.76,1890,18,127937,1124.551922014024,1159.0
22.77,1891,8,127944,1124.551922014024,1159.0
22.78,1892,9,127994,1126.8411527460075,1159.0
22.78,1893,10,128023,1126.8411527460075,1159.0
22.9,1894,11,128173,1126.8411527460075,1159.0
22.9,1895,25,128188,1126.8411527460075,1159.0
22.91,1896,16,128190,1126.8411527460075,1159.0
22.92,1897,17,128192,1126.8411527460075,1159.0
22.92,1898,17,128197,1126.8411527460075,1159.0
22.92,1899,18,128208,1126.8411527460075,1159.0
22.92,1900,19,128318,1126.8411527460075,1159.0
22.92,1901,19,128332,1126.8411527460075,1159.0
22.92,1902,20,128346,1126.8411527460075,1159.0
22.92,1903,20,128348,1126.8411527460075,1159.0
22.92,1904,18,128350,1126.8411527460075,1159.0
22.93,1905,15,128359,1126.8411527460075,1159.0
22.93,1906,16,128407,1126.8411527460075,1159.0
22.93,1907,17,128474,1126.8411527460075,1159.0
22.93,1908,18,128494,1126.8411527460075,1159.0
22.93,1909,19,128509,1126.8411527460075,1159.0
22.94,1910,20,128625,1126.8411527460075,1159.0
22.94,1911,20,128630,1126.8411527460075,1159.0
22.94,1912,19,128637,1126.8411527460075,1159.0
22.94,1913,20,128690,1126.8411527460075,1159.0
22.96,1914,21,128778,1126.8411527460075,1159.0
22.96,1915,22,128804,1126.8411527460075,1159.0
22.96,1916,22,128809,1126.8411527460075,1159.0
22.96,1917,23,128817,1126.8411527460075,1159.0
22.96,1918,24,128854,1126.8411527460075,1159.0
22.96,1919,25,128873,1126.8411527460075,1159.0
22.96,1920,25,128878,1126.8411527460075,1159.0
22.96,1921,26,128908,1126.8411527460075,1159.0
22.96,1922,27,128926,1126.8411527460075,1159.0
22.97,1923,18,128939,1126.8411527460075,1159.0
22.97,1924,19,129027,1126.8411527460075,1159.0
22.97,1925,19,129031,1126.8411527460075,1159.0
22.97,1926,20,129066,1126.8411527460075,1159.0
22.97,1927,20,129099,1126.8411527460075,1159.0
22.98,1928,24,129150,1126.8411527460075,1159.0
22.98,1929,25,129195,1126.8411527460075,1159.0
22.98,1930,25,129202,1126.8411527460075,1159.0
22.98,1931,12,129227,1126.8411527460075,1159.0
22.99,1932,13,129248,1126.8464117781878,1159.0
23.0,1933,14,129345,1126.8464117781878,1159.0
23.0,1934,14,129366,1126.8464117781878,1159.0
23.0,1935,15,129383,1126.8464117781878,1159.0
23.0,1936,20,129385,1126.8464117781878,1159.0
23.02,1937,27,129431,1126.8464117781878,1159.0
23.02,1938,21,129464,1126.8464117781878,1159.0
23.02,1939,22,129476,1126.8464117781878,1159.0
23.02,1940,23,129499,1126.8464117781878,1159.0
23.02,1941,23,129503,1126.8464117781878,1159.0
23.02,1942,24,129520,1126.8464117781878,1159.0
23.03,1943,25,129526,1126.8464117781878,1159.0
23.03,1944,26,129532,1126.8464117781878,1159.0
23.03,1945,26,129538,1126.8464117781878,1159.0
23.03,1946,25,129541,1126.8464117781878,1159.0
23.03,1947,26,129546,1126.8464117781878,1159.0
23.03,1948,17,129557,1126.8464117781878,1159.0
23.03,1949,16,129557,1126.8464117781878,1159.0
23.03,1950,21,129611,1126.8464117781878,1159.0
23.04,1951,8,129617,1126.8464117781878,1159.0
23.04,1952,24,129629,1126.8592163879518,1159.0
23.06,1953,21,129631,1126.8592163879518,1159.0
23.06,1954,23,129634,1126.8592163879518,1159.0
23.06,1955,22,129646,1126.8592163879518,1159.0
23.06,1956,7,129650,1126.8592163879518,1159.0
23.08,1957,11,129666,1126.8592163879518,1159.0
23.1,1958,12,129713,1126.8592163879518,1159.0
23.1,1959,12,129762,1126.8592163879518,1159.0
23.11,1960,13,129815,1126.8592163879518,1159.0
23.11,1961,14,129874,1126.8592163879518,1159.0
23.11,1962,14,129876,1126.8592163879518,1159.0
23.12,1963,15,129986,1126.8592163879518,1159.0
23.12,1964,15,129988,1126.8592163879518,1159.0
23.12,1965,13,129990,1126.8592163879518,1159.0
23.12,1966,13,129994,1126.8592163879518,1159.0
23.13,1967,14,130049,1126.8592163879518,1159.0
23.13,1968,15,130116,1126.8592163879518,1159.0
23.13,1969,16,130140,1126.8592163879518,1159.0
23.13,1970,17,130167,1126.8592163879518,1159.0
23.14,1971,18,130220,1126.8592163879518,1159.0
23.14,1972,18,130221,1126.8592163879518,1159.0
23.14,1973,16,130222,1126.8592163879518,1159.0
23.14,1974,17,130232,1126.8592163879518,1159.0
23.14,1975,15,130241,1126.8592163879518,1159.0
23.14,1976,14,130245,1126.8592163879518,1159.0
23.14,1977,15,130265,1126.8592163879518,1159.0
23.14,1978,16,130271,1126.8592163879518,1159.0
23.14,1979,17,130288,1126.8592163879518,1159.0
23.14,1980,17,130298,1126.8592163879518,1159.0
23.14,1981,18,130340,1126.8592163879518,1159.0
23.15,1982,19,130344,1126.8592163879518,1159.0
23.15,1983,19,130370,1126.8592163879518,1159.0
23.15,1984,16,130422,1126.8592163879518,1159.0
23.15,1985,17,130435,1126.8592163879518,1159.0
23.15,1986,17,130456,1126.8592163879518,1159.0
23.16,1987,18,130549,1126.8592163879518,1159.0
23.16,1988,18,130550,1126.8592163879518,1159.0
23.16,1989,18,130551,1126.8592163879518,1159.0
23.16,1990,19,130560,1126.8592163879518,1159.0
23.16,1991,19,130573,1126.8592163879518,1159.0
23.16,1992,15,130596,1126.8592163879518,1159.0
23.16,1993,16,130615,1126.8592163879518,1159.0
23.17,1994,17,130650,1126.8592163879518,1159.0
23.17,1995,17,130674,1126.8592163879518,1159.0
23.17,1996,16,130725,1126.8592163879518,1159.0
23.17,1997,17,130734,1126.8592163879518,1159.0
23.17,1998,17,130745,1126.8592163879518,1159.0
23.17,1999,8,130793,1126.8592163879518,1159.0
23.18,2000,9,130836,1126.8592163879518,1159.0
23.19,2001,10,130882,1126.8592163879518,1159.0
23.25,2002,10,131054,1126.8592163879518,1159.0
23.28,2003,11,131174,1126.8592163879518,1159.0
23.29,2004,12,131213,1126.8592163879518,1159.0
23.29,2005,12,131223,1126.8592163879518,1159.0
23.29,2006,13,131266,1126.8592163879518,1159.0
23.29,2007,13,131405,1126.8592163879518,1159.0
23.3,2008,14,131427,1126.8592163879518,1159.0
23.3,2009,14,131444,1126.8592163879518,1159.0
23.3,2010,15,131465,1126.8592163879518,1159.0
23.3,2011,15,131473,1126.8592163879518,1159.0
23.3,2012,16,131509,1126.8592163879518,1159.0
23.3,2013,16,131521,1126.8592163879518,1159.0
23.3,2014,13,131527,1126.8592163879518,1159.0
23.31,2015,12,131537,1126.8592163879518,1159.0
23.32,2016,10,131544,1126.8592163879518,1159.0
23.34,2017,12,131579,1126.8592163879518,1159.0
23.36,2018,7,131621,1126.8592163879518,1159.0
23.39,2019,8,131812,1126.8592163879518,1159.0
23.39,2020,8,131818,1126.8592163879518,1159.0
23.4,2021,14,131850,1126.8592163879518,1159.0
23.4,2022,15,131878,1127.1594434765245,1159.0
23.41,2023,16,131923,1127.1594434765245,1159.0
23.41,2024,16,131937,1127.1594434765245,1159.0
23.41,2025,17,131989,1127.1594434765245,1159.0
23.41,2026,17,132005,1127.1594434765245,1159.0
23.41,2027,18,132023,1127.1594434765245,1159.0
23.41,2028,18,132034,1127.1594434765245,1159.0
23.42,2029,21,132046,1127.1594434765245,1159.0
23.42,2030,13,132048,1127.1594434765245,1159.0
23.43,2031,14,132106,1127.1594434765245,1159.0
23.44,2032,15,132119,1127.1594434765245,1159.0
23.44,2033,16,132137,1127.1594434765245,1159.0
23.44,2034,16,132173,1127.1594434765245,1159.0
23.44,2035,17,132201,1127.1594434765245,1159.0
23.44,2036,18,132224,1127.1594434765245,1159.0
23.44,2037,18,132225,1127.1594434765245,1159.0
23.44,2038,17,132227,1127.1594434765245,1159.0
23.44,2039,18,132244,1127.1594434765245,1159.0
23.44,2040,18,132248,1127.1594434765245,1159.0
23.44,2041,19,132288,1127.1594434765245,1159.0
23.45,2042,19,132289,1127.1594434765245,1159.0
23.45,2043,14,132291,1127.1594434765245,1159.0
23.45,2044,6,132310,1127.1594434765245,1159.0
23.46,2045,7,132443,1127.1594434765245,1159.0
23.46,2046,7,132444,1127.1594434765245,1159.0
23.46,2047,19,132449,1127.1594434765245,1159.0
23.46,2048,10,132450,1127.1594434765245,1159.0
23.48,2049,12,132454,1127.1594434765245,1159.0
23.49,2050,12,132466,1127.1594434765245,1159.0
23.51,2051,8,132476,1127.1594434765245,1159.0
23.53,2052,9,132559,1127.3371688762736,1159.0
23.54,2053,9,132580,1127.3371688762736,1159.0
23.54,2054,10,132589,1127.3371688762736,1159.0
23.56,2055,10,132689,1127.3371688762736,1159.0
23.56,2056,11,132759,1127.3371688762736,1159.0
23.57,2057,14,132795,1127.3371688762736,1159.0
23.59,2058,15,132809,1127.3371688762736,1159.0
23.59,2059,15,132814,1127.3371688762736,1159.0
23.59,2060,16,132819,1127.3371688762736,1159.0
23.59,2061,16,132877,1127.3371688762736,1159.0
23.6,2062,17,132933,1127.3371688762736,1159.0
23.6,2063,17,132938,1127.3371688762736,1159.0
23.6,2064,18,132953,1127.3371688762736,1159.0
23.6,2065,19,132960,1127.3371688762736,1159.0
23.61,2066,20,132995,1127.3371688762736,1159.0
23.61,2067,20,132999,1127.3371688762736,1159.0
23.62,2068,19,133012,1127.3371688762736,1159.0
23.62,2069,9,133043,1127.3371688762736,1159.0
23.63,2070,10,133071,1127.3371688762736,1159.0
23.63,2071,10,133097,1127.3371688762736,1159.0
23.79,2072,11,133330,1127.3371688762736,1159.0
23.8,2073,11,133383,1127.3371688762736,1159.0
23.8,2074,12,133408,1127.3371688762736,1159.0
23.8,2075,13,133455,1127.3371688762736,1159.0
23.8,2076,13,133458,1127.3371688762736,1159.0
23.8,2077,14,133471,1127.3371688762736,1159.0
23.8,2078,14,133472,1127.3371688762736,1159.0
23.8,2079,12,133485,1127.3371688762736,1159.0
23.8,2080,11,133488,1127.3371688762736,1159.0
23.81,2081,13,133505,1127.3371688762736,1159.0
23.83,2082,14,133550,1128.1665919089023,1159.0
23.83,2083,14,133600,1128.1665919089023,1159.0
23.84,2084,15,133659,1128.1665919089023,1159.0
23.84,2085,15,133681,1128.1665919089023,1159.0
23.84,2086,16,133704,1128.1665919089023,1159.0
23.84,2087,16,133724,1128.1665919089023,1159.0
23.85,2088,17,133748,1128.1665919089023,1159.0
23.89,2089,20,135293,1128.1665919089023,1159.0
23.91,2090,9,135295,1128.1665919089023,1159.0
23.93,2091,10,135413,1128.1665919089023,1159.0
23.93,2092,10,135449,1128.1665919089023,1159.0
23.99,2093,11,135700,1128.1665919089023,1159.0
23.99,2094,11,135705,1128.1665919089023,1159.0
23.99,2095,18,135710,1128.1665919089023,1159.0
24.0,2096,19,135742,1128.1665919089023,1159.0
24.01,2097,19,135745,1128.1665919089023,1159.0
24.01,2098,20,135762,1128.1665919089023,1159.0
24.01,2099,20,135763,1128.1665919089023,1159.0
24.01,2100,6,135769,1128.1665919089023,1159.0
24.02,2101,8,135805,1128.1665919089023,1159.0
24.03,2102,9,135915,1128.4756399739076,1159.0
24.03,2103,9,135929,1128.4756399739076,1159.0
24.03,2104,10,135940,1128.4756399739076,1159.0
24.08,2105,10,136047,1128.4756399739076,1159.0
24.12,2106,9,136222,1128.4756399739076,1159.0
24.13,2107,10,136287,1128.4756399739076,1159.0
24.13,2108,10,136304,1128.4756399739076,1159.0
24.17,2109,6,136448,1128.4756399739076,1159.0
24.18,2110,11,136536,1128.4756399739076,1159.0
24.19,2111,12,136572,1128.4756399739076,1159.0
24.2,2112,12,136588,1128.4756399739076,1159.0
24.2,2113,13,136616,1128.4756399739076,1159.0
24.2,2114,13,136719,1128.4756399739076,1159.0
24.2,2115,14,136752,1128.4756399739076,1159.0
24.21,2116,14,136883,1128.4756399739076,1159.0
24.21,2117,15,136909,1128.4756399739076,1159.0
24.21,2118,15,136944,1128.4756399739076,1159.0
24.21,2119,16,136971,1128.4756399739076,1159.0
24.22,2120,16,136992,1128.4756399739076,1159.0
24.22,2121,17,137035,1128.4756399739076,1159.0
24.22,2122,17,137098,1128.4756399739076,1159.0
24.22,2123,18,137128,1128.4756399739076,1159.0
24.22,2124,18,137151,1128.4756399739076,1159.0
24.23,2125,19,137240,1128.4756399739076,1159.0
24.23,2126,21,137240,1128.4756399739076,1159.0
24.24,2127,7,137242,1128.4756399739076,1159.0
24.25,2128,8,137343,1128.4756399739076,1159.0
24.25,2129,8,137351,1128.4756399739076,1159.0
24.25,2130,10,137351,1128.4756399739076,1159.0
24.26,2131,15,137354,1128.4756399739076,1159.0
24.27,2132,16,137387,1128.7518921471979,1159.0
24.27,2133,16,137395,1128.7518921471979,1159.0
24.27,2134,17,137409,1128.7518921471979,1159.0
24.27,2135,18,137434,1128.7518921471979,1159.0
24.27,2136,19,137471,1128.7518921471979,1159.0
24.27,2137,19,137473,1128.7518921471979,1159.0
24.28,2138,20,137500,1128.7518921471979,1159.0
24.29,2139,21,137533,1128.7518921471979,1159.0
24.29,2140,21,137539,1128.7518921471979,1159.0
24.29,2141,5,137541,1128.7518921471979,1159.0
24.29,2142,6,137554,1128.9350904990688,1159.0
24.29,2143,6,137578,1128.9350904990688,1159.0
24.29,2144,7,137594,1128.9350904990688,1159.0
24.29,2145,7,137617,1128.9350904990688,1159.0
24.3,2146,8,137675,1128.9350904990688,1159.0
24.3,2147,20,137679,1128.9350904990688,1159.0
24.31,2148,18,137730,1128.9350904990688,1159.0
24.31,2149,19,137764,1128.9350904990688,1159.0
24.32,2150,19,137789,1128.9350904990688,1159.0
24.32,2151,12,137795,1128.9350904990688,1159.0
24.33,2152,13,137941,1129.7577056616642,1159.0
24.33,2153,14,138029,1129.7577056616642,1159.0
24.33,2154,14,138033,1129.7577056616642,1159.0
24.34,2155,15,138086,1129.7577056616642,1159.0
24.34,2156,15,138088,1129.7577056616642,1159.0
24.34,2157,17,138094,1129.7577056616642,1159.0
24.35,2158,18,138125,1129.7577056616642,1159.0
24.35,2159,19,138169,1129.7577056616642,1159.0
24.35,2160,19,138175,1129.7577056616642,1159.0
24.35,2161,20,138213,1129.7577056616642,1159.0
24.35,2162,20,138234,1129.7577056616642,1159.0
24.37,2163,18,138272,1129.7577056616642,1159.0
24.38,2164,19,138292,1129.7577056616642,1159.0
24.38,2165,20,138319,1129.7577056616642,1159.0
24.38,2166,20,138322,1129.7577056616642,1159.0
24.38,2167,19,138345,1129.7577056616642,1159.0
24.39,2168,20,138402,1129.7577056616642,1159.0
24.39,2169,20,138408,1129.7577056616642,1159.0
24.41,2170,21,138522,1129.7577056616642,1159.0
24.41,2171,21,138533,1129.7577056616642,1159.0
24.41,2172,22,138563,1129.7577056616642,1159.0
24.41,2173,22,138568,1129.7577056616642,1159.0
24.42,2174,23,138589,1129.7577056616642,1159.0
24.42,2175,23,138591,1129.7577056616642,1159.0
24.42,2176,16,138600,1129.7577056616642,1159.0
24.43,2177,10,138616,1129.7577056616642,1159.0
24.45,2178,11,138673,1129.7577056616642,1159.0
24.46,2179,12,138750,1129.7577056616642,1159.0
24.47,2180,12,138805,1129.7577056616642,1159.0
24.47,2181,13,138866,1129.7577056616642,1159.0
24.47,2182,14,139005,1129.7577056616642,1159.0
24.48,2183,10,139018,1129.7577056616642,1159.0
24.5,2184,11,139122,1129.7577056616642,1159.0
24.51,2185,12,139211,1129.7577056616642,1159.0
24.51,2186,12,139258,1129.7577056616642,1159.0
24.51,2187,13,139293,1129.7577056616642,1159.0
24.51,2188,13,139300,1129.7577056616642,1159.0
24.51,2189,14,139301,1129.7577056616642,1159.0
24.51,2190,14,139310,1129.7577056616642,1159.0
24.51,2191,15,139323,1129.7577056616642,1159.0
24.51,2192,15,139325,1129.7577056616642,1159.0
24.52,2193,15,139334,1129.7577056616642,1159.0
24.52,2194,16,139371,1129.7577056616642,1159.0
24.52,2195,16,139374,1129.7577056616642,1159.0
24.52,2196,9,139392,1129.7577056616642,1159.0
24.53,2197,10,139452,1129.7577056616642,1159.0
24.53,2198,10,139453,1129.7577056616642,1159.0
24.55,2199,10,139474,1129.7577056616642,1159.0
24.55,2200,14,139490,1129.7577056616642,1159.0
24.57,2201,15,139530,1129.7577056616642,1159.0
24.57,2202,15,139539,1129.7577056616642,1159.0
24.57,2203,10,139548,1129.7577056616642,1159.0
24.58,2204,7,139570,1129.7577056616642,1159.0
24.59,2205,16,139645,1129.7577056616642,1159.0
24.6,2206,11,139652,1129.7577056616642,1159.0
24.62,2207,12,139732,1129.7577056616642,1159.0
